"";"text";"restaurante";"text_clean"
"689";"@_unmasked kkkkk é pq os donos do mc donalds e bobs nao permitem, não é só o transporte público que é monopolizado nao, tadinha dessa cidade";"Lanchonete1";"unmasked kkkkk é pq os donos do   e  nao permitem não é só o transporte público que é monopolizado nao tadinha dessa cidade"
"690";"@cvborges ah, nesse departamento eu ja te falei que ta facil resolver

esse aqui é a versão que ta na foto do cardapio do mc donalds, quando pede pra casa vem aquele";"Lanchonete1";"cvborges ah nesse departamento eu ja te falei que ta facil resolver

esse aqui é a versão que ta na foto do cardapio do   quando pede pra casa vem aquele"
"691";"cara o menu do mc donalds uk tem umas paradas que parecem ser tão gostosas, vou ter q me controlar muito pra não comer tudo aaaa";"Lanchonete1";"cara o menu do   uk tem umas paradas que parecem ser tão gostosas vou ter q me controlar muito pra não comer tudo aaaa"
"692";"queria q tivesse mc donalds aqui na minha cidade pra mim aproveitar essa black friday :c";"Lanchonete1";"queria q tivesse   aqui na minha cidade pra mim aproveitar essa black friday c"
"693";"burger king pisa no mc donalds começando pelo fato q la é pepsi nao coca";"Lanchonete1";" pisa no   começando pelo fato q la é pepsi nao coca"
"694";"@gaabs_borges uma das melhores coisas do bk é a batata kkkkkkk e os nuggets tambem, delicia! igual ao do mc donalds é bem mais barato";"Lanchonete1";"gaabsborges uma das melhores coisas do  é a batata kkkkkkk e os nuggets tambem delicia igual ao do   é bem mais barato"
"695";"pq vc vai fazer isso mc donalds, meu cbozinhooooo https://t.co/02zhnmyiuv";"Lanchonete1";"pq vc vai fazer isso   meu cbozinhooooo httpstcozhnmyiuv"
"696";"melhor black friday seria: saque ‘tantos reais’ e ganhe o dobro! bicho, não tem disputa certa entre mc donalds e bk 😂";"Lanchonete1";"melhor black friday seria saque tantos reais e ganhe o dobro bicho não tem disputa certa entre   e  😂"
"697";"amanhã depois dá prova vou pro mc donalds com as meninas andando, muita luta";"Lanchonete1";"amanhã depois dá prova vou pro   com as meninas andando muita luta"
"698";"vou no mc donalds de paranaguá aproveitar a promoção";"Lanchonete1";"vou no   de paranaguá aproveitar a promoção"
"699";"subway. burger king e mc donalds querendo aumentar o nosso peso";"Lanchonete1";"  e   querendo aumentar o nosso peso"
"700";"subway .. mc donalds... burguer king o caralho, eu quero é o saldão de cd das minhas divas";"Lanchonete1";"    burguer  o caralho eu quero é o saldão de cd das minhas divas"
"701";"@gflemos28 primeiramente que hj ta tendo double subway e vc ta no mc donalds";"Lanchonete1";"gflemos primeiramente que hj ta tendo double  e vc ta no  "
"702";"unica black friday que me interessa é a do mc donalds";"Lanchonete1";"unica black friday que me interessa é a do  "
"703";"quem eh mc donalds https://t.co/ejegljyaia";"Lanchonete1";"quem eh   httpstcoejegljyaia"
"704";"encontrei sem querer com minha avó no plaza e ela me pagou um mc donalds";"Lanchonete1";"encontrei sem querer com minha avó no plaza e ela me pagou um  "
"705";"eae vai no mc donalds ou no burguer king amanhã??? — meu sonho me leva aí  https://t.co/8qoggtiqtz";"Lanchonete1";"eae vai no   ou no burguer  amanhã  meu sonho me leva aí  httpstcoqoggtiqtz"
"706";"@luakkam como alguém consegue preferir mc donalds?";"Lanchonete1";"luakkam como alguém consegue preferir  "
"707";"so que angra é fim de mundo e não tem mc donalds https://t.co/ydfkvkvl5u";"Lanchonete1";"so que angra é fim de mundo e não tem   httpstcoydfkvkvlu"
"708";"@claramachadp mc donalds além de ser pequeno ainda é caro pra krl, nunca será metade do q o bk é";"Lanchonete1";"clarahadp   além de ser pequeno ainda é caro pra krl nunca será metade do q o  é"
"709";"porque mc donalds é melhor, prox https://t.co/hfwufsxmof";"Lanchonete1";"porque   é melhor prox httpstcohfwufsxmof"
"710";"@lupsalvees n eh n fofa
mc donalds n tem nem gosto";"Lanchonete1";"lupsalvees n eh n fofa
  n tem nem gosto"
"711";"@_iagoal @em_lly q massa
na sexta tem refil de batatas fritas no mc donalds: https://t.co/7cstwcxdhj";"Lanchonete1";"iagoal emlly q massa
na sexta tem refil de batatas fritas no   httpstcocstwcxdhj"
"712";"apesar das vantagens do burguer king, os sanduíches do mc donalds continuam inigualavelmente melhores. é isto https://t.co/egcenszjp8";"Lanchonete1";"apesar das vantagens do burguer  os sanduíches do   continuam inigualavelmente melhores é isto httpstcoegcenszjp"
"713";"se o mc donalds não tomar providências vou parar de ir lá!!!

(mc coloca balde de batata também pelo amor de deus que eu odeio as do bk) https://t.co/evb2txku8e";"Lanchonete1";"se o   não tomar providências vou parar de ir lá

 coloca balde de batata também pelo amor de deus que eu odeio as do  httpstcoevbtxkue"
"714";"o mc donalds vai fazer refil de batata frita, o bk vai fazer um balde de batata frita num combo de 19,90, o subway tá com promoção de sanduíche compre 1 leve 2 só hoje...só falta o black friday de chopp brahma";"Lanchonete1";"o   vai fazer refil de batata frita o  vai fazer um balde de batata frita num combo de  o  tá com promoção de sanduíche compre  leve  só hojesó falta o black friday de chopp brahma"
"715";"burger king não é melhor q mc donalds";"Lanchonete1";" não é melhor q  "
"716";"porem a batata do mc donalds é melhor ai socorro https://t.co/v0r36e8fta";"Lanchonete1";"porem a batata do   é melhor ai socorro httpstcovrefta"
"717";"to com fome de mc donalds";"Lanchonete1";"to com fome de  "
"718";"gente chega de falar de mc donalds e burger king pelamor";"Lanchonete1";"gente chega de falar de   e  pelamor"
"719";"gente bk é muito melhor que mc donalds pqp";"Lanchonete1";"gente  é muito melhor que   pqp"
"720";"do que adianta isso se aqui na minha cidade só tem mc donalds? :( https://t.co/yuilyevsq4";"Lanchonete1";"do que adianta isso se aqui na minha cidade só tem    httpstcoyuilyevsq"
"721";"eu morrendo de fome fico com vontade de comer comida aí venho no giraffas e me arrependo pq com o tempo que demora pra ficar pronto eu já paguei, comi e já to cagando o q eu comeria no mc donalds";"Lanchonete1";"eu morrendo de fome fico com vontade de comer comida aí venho no giraffas e me arrependo pq com o tempo que demora pra ficar pronto eu já paguei comi e já to cagando o q eu comeria no  "
"722";"mc donalds com designer preto tá maravikhoso";"Lanchonete1";"  com designer preto tá maravikhoso"
"723";"@canudenho no mc donalds pegar mc lanche feliz pra ter um mario";"Lanchonete1";"canudenho no   pegar  lanche feliz pra ter um mario"
"724";"amanhã é sexta feira e eu to falido. tô tendo que escolher entre: almoçar no mc donalds/bk ou tomar cerveja mais a noite ouvindo um pagode";"Lanchonete1";"amanhã é sexta feira e eu to falido tô tendo que escolher entre almoçar no   ou tomar cerveja mais a noite ouvindo um pagode"
"725";"burger king esmurra mc donalds até no black friday e segue normal https://t.co/w1d2nbpjf7";"Lanchonete1";" esmurra   até no black friday e segue normal httpstcowdnbpjf"
"726";"só esse refil de batata frita no mc donalds p salvar a vida";"Lanchonete1";"só esse refil de batata frita no   p salvar a vida"
"727";"como fazer dieta com black friday de batata no burger king e mc donalds 
difícil escolher entre ser feliz e ser magra";"Lanchonete1";"como fazer dieta com black friday de batata no  e   
difícil escolher entre ser feliz e ser magra"
"728";"meu almoço está sendo mc donalds, nem gosto";"Lanchonete1";"meu almoço está sendo   nem gosto"
"729";"eu queria tanto um mc donalds";"Lanchonete1";"eu queria tanto um  "
"730";"como eu queria um cheddar do mc'donalds senhorrr";"Lanchonete1";"como eu queria um cheddar do  senhorrr"
"731";"mc donalds é melhor que burger king mesmooooooo";"Lanchonete1";"  é melhor que  mesmooooooo"
"732";"eu quero um mc donalds";"Lanchonete1";"eu quero um  "
"733";"@claramachadp @gomexaline vocês usam drogas? bk é infinitas vezes melhor q o mc donalds!";"Lanchonete1";"clarahadp gomexaline vocês usam drogas  é infinitas vezes melhor q o  "
"734";"“refil” de batata frita do mc donalds???? nunca nem vi https://t.co/ft8bvzu0r6";"Lanchonete1";"refil de batata frita do   nunca nem vi httpstcoftbvzur"
"735";"“bk é melhor q mc donalds “ ... https://t.co/7ocbwnykre";"Lanchonete1";" é melhor q     httpstcoocbwnykre"
"736";"em quanto o mc donalds faz refil de batata... https://t.co/v9falukl5s";"Lanchonete1";"em quanto o   faz refil de batata httpstcovfalukls"
"737";"minha lombriga de comer mc donalds ta gigante";"Lanchonete1";"minha lombriga de comer   ta gigante"
"738";"nossa eu tenho que admitir que o burger king deu foi um banho no black friday do mc donalds";"Lanchonete1";"nossa eu tenho que admitir que o  deu foi um banho no black friday do  "
"739";"decidi, quero ir naquele mc donalds de manilha 😋";"Lanchonete1";"decidi quero ir naquele   de manilha 😋"
"740";"meu deus o burger king não cansa de humilhar o mc donalds https://t.co/mbcimoueag";"Lanchonete1";"meu deus o  não cansa de humilhar o   httpstcombcimoueag"
"741";"e ainda prefiro mc donalds https://t.co/vgtfpjbzvj";"Lanchonete1";"e ainda prefiro   httpstcovgtfpjbzvj"
"742";"ainda prefiro mc donalds https://t.co/ewddtw4a3u";"Lanchonete1";"ainda prefiro   httpstcoewddtwau"
"743";"burger king perde na batata pro mc pq a batata do mc donalds é muito melhor";"Lanchonete1";" perde na batata pro  pq a batata do   é muito melhor"
"744";"black friday no brasil se resume a guerra de batatas entre mc donalds e burguer king";"Lanchonete1";"black friday no brasil se resume a guerra de batatas entre   e burguer "
"745";"atenção!! refil do mc donalds é refil de taubaté";"Lanchonete1";"atenção refil do   é refil de taubaté"
"746";"@resmunganerd eu nao to problematizando. mds não pode falar nada q acha q é problematização ahfuhshdh eu só vejo que mc donalds e coca cola não precisam disso e bk e pepsi ficam gastando pra falar mal do concorrente tipo 💤";"Lanchonete1";"resmunganerd eu nao to problematizando mds não pode falar nada q acha q é problematização ahfuhshdh eu só vejo que   e coca cola não precisam disso e  e pepsi ficam gastando pra falar mal do concorrente tipo 💤"
"747";"black friday: mc donalds lançou cupon no app de big mac!! vc compra 1 e ganha outro! validade… https://t.co/zyjyzpuwaa";"Lanchonete1";"black friday   lançou cupon no app de big  vc compra  e ganha outro validade httpstcozyjyzpuwaa"
"748";"gente, pode falar o que quiser maaaaas
eu prefiro mc donalds";"Lanchonete1";"gente pode falar o que quiser maaaaas
eu prefiro  "
"749";"alguém pra ir até o mc donalds cmg 🍔🍟";"Lanchonete1";"alguém pra ir até o   cmg 🍔🍟"
"750";"quem vou no mc donalds amanhã https://t.co/nhx9c4zpvb";"Lanchonete1";"quem vou no   amanhã httpstconhxczpvb"
"751";"caralho mermão essa black friday dos fast food ta otima
menos a mc donalds
mc donalds não presta";"Lanchonete1";"caralho mermão essa black friday dos fast food ta otima
menos a  
  não presta"
"752";"inclusive adorando essa “rivalidade” do burguer king com o mc donalds, continuem seus lindos";"Lanchonete1";"inclusive adorando essa rivalidade do burguer  com o   continuem seus lindos"
"753";"preciso de amigos que dirijam pra me levar ao mc donalds";"Lanchonete1";"preciso de amigos que dirijam pra me levar ao  "
"754";"bateu uma vontade de comer um acarajé mas o nicolas disse que preferi ir no mc donalds aff... única coisa que gosto é o sorvete e milkshake só o resto é aquele famoso "" tanto faz "" #quintadetremurasdv";"Lanchonete1";"bateu uma vontade de comer um acarajé mas o nicolas disse que preferi ir no   aff única coisa que gosto é o sorvete e milkshake só o resto é aquele famoso  tanto faz  #quintadetremurasdv"
"755";"eu necessito dos brindes do mc donalds do marioooo 😍";"Lanchonete1";"eu necessito dos brindes do   do marioooo 😍"
"756";"gente mc donalds muito melhor que burguer king bjs tchau";"Lanchonete1";"gente   muito melhor que burguer  bjs tchau"
"757";"@harry_senna @viniethor bicha, pare de graça kkkkkkkkk final do mês tá chegando e quero ver se não vamos comer aquele mc donalds - vinicius está convidadíssimo.";"Lanchonete1";"harrysenna viniethor bicha pare de graça kkkkkkkkk final do mês tá chegando e quero ver se não vamos comer aquele    vinicius está convidadíssimo"
"758";"eu falei que tava de dieta desde entao eu fui em uma pizzaria, uma degustação de buffet, comi coxinha, mc donalds, hoje vou almoçar strogonoff e de noite vou em uma hamburgueria pas";"Lanchonete1";"eu falei que tava de dieta desde entao eu fui em uma pizzaria uma degustação de buffet comi coxinha   hoje vou almoçar strogonoff e de noite vou em uma hamburgueria pas"
"759";"e ainda sim mc donalds pisa só com o cbo https://t.co/ancvwpz5xr";"Lanchonete1";"e ainda sim   pisa só com o cbo httpstcoancvwpzxr"
"760";"mc donalds é tão bom";"Lanchonete1";"  é tão bom"
"761";"mc donalds é minha pica, bk que é o ko https://t.co/peepyinewr";"Lanchonete1";"  é minha pica  que é o ko httpstcopeepyinewr"
"762";"refil de batata no mc donalds? mentira, é pague uma e leve duas. refil vc pode comer até vomitar se quiser.";"Lanchonete1";"refil de batata no   mentira é pague uma e leve duas refil vc pode comer até vomitar se quiser"
"763";"mc'donalds eu te amo mas...
https://t.co/hx99oizqly";"Lanchonete1";" eu te amo mas
httpstcohxoizqly"
"764";"que tiro no mc donalds, isso que é concorrência https://t.co/d42nhoq9hf";"Lanchonete1";"que tiro no   isso que é concorrência httpstcodnhoqhf"
"765";"amanha vamo dale na reposiçao de batata frita do mc donalds";"Lanchonete1";"amanha vamo dale na reposiçao de batata frita do  "
"766";"cole dessa promo do mc donalds?";"Lanchonete1";"cole dessa promo do  "
"767";"eu acho q a @coelhagames_ vai ganhar um mc donalds do @mprazor";"Lanchonete1";"eu acho q a coelhagames vai ganhar um   do mprazor"
"768";"geral achando que vai ser refil de batata amanhã no mc donalds, comer até não aguentar mais, mas é simplesmente compra uma e leva outra";"Lanchonete1";"geral achando que vai ser refil de batata amanhã no   comer até não aguentar mais mas é simplesmente compra uma e leva outra"
"769";"a batata do mc donalds é melhor, mas também é só isso mesmo. o conjunto do burger king é bem melhor, anos luz";"Lanchonete1";"a batata do   é melhor mas também é só isso mesmo o conjunto do  é bem melhor anos luz"
"770";"nem mc donalds, nem burguer king

o negócio é cachorro quente especial no dennys com maionese caseira de beterraba.";"Lanchonete1";"nem   nem burguer 

o negócio é cachorro quente especial no dennys com maionese caseira de beterraba"
"771";"quem é mc donalds na fila do pao https://t.co/vtpve9pbyy";"Lanchonete1";"quem é   na fila do pao httpstcovtpvepbyy"
"772";"um desvaneio: quis ter alguém para ansiar e aproveitar a black friday do mc donalds, burger king e subway.
.
.
.
.
.
já passou.
.
.
.
.
talvez.";"Lanchonete1";"um desvaneio quis ter alguém para ansiar e aproveitar a black friday do    e 





já passou




talvez"
"773";"ainda prefiro mc donalds https://t.co/cadaejtd8u";"Lanchonete1";"ainda prefiro   httpstcocadaejtdu"
"774";"achei q o mc donalds ia liberar o quarteirao duplo por 19,90 c duas batatas mas só foi o refil da batata mesmo,bora bk";"Lanchonete1";"achei q o   ia liberar o quarteirao duplo por  c duas batatas mas só foi o refil da batata mesmobora "
"775";"pisou na caçamba de lixo mc donalds https://t.co/efljxurrun";"Lanchonete1";"pisou na caçamba de lixo   httpstcoefljxurrun"
"776";"falto bk tem opcao veggie que eh a coisa mais gostosa do mundo da pra ir as miga carnivora junto c as vegetarianas enquanto o mc:donalds https://t.co/qqnph2tav3";"Lanchonete1";"falto  tem opcao veggie que eh a coisa mais gostosa do mundo da pra ir as miga carnivora junto c as vegetarianas enquanto o  httpstcoqqnphtav"
"777";"@iennacobruno onde q tu mora q nao tem mc donalds vei wwikdskkdks";"Lanchonete1";"iennacobruno onde q tu mora q nao tem   vei wwikdskkdks"
"778";"a principal diferença entre o mc donalds e o subway é que o subway tem gosto de palmilha de tenis, mas ~integral e saudável~";"Lanchonete1";"a principal diferença entre o   e o  é que o  tem gosto de palmilha de tenis mas ~integral e saudável~"
"779";"não sou capaz de opinar sobre as batatas de burguer king e mc donalds não tenho dinheiro mesmo";"Lanchonete1";"não sou capaz de opinar sobre as batatas de burguer  e   não tenho dinheiro mesmo"
"780";"mc donalds de mogi eh mto pau no cu, td caro, nunca tem as promoções mas msm assim como la ao inves do bk. ta ate parecendo minha vida amorosa, prefiro insistir no maldito q ta fodasse p mim doq aquele q se importa cmg e da atencao";"Lanchonete1";"  de mogi eh mto pau no cu td caro nunca tem as promoções mas msm assim como la ao inves do  ta ate parecendo minha vida amorosa prefiro insistir no maldito q ta fodasse p mim doq aquele q se importa cmg e da atencao"
"781";"foda se o mc donalds, no burger king tem veggieburguer e um balde de batatas fritas https://t.co/4yxleghtqn";"Lanchonete1";"foda se o   no  tem veggieburguer e um balde de batatas fritas httpstcoyxleghtqn"
"782";"burguer king com balde de batata
mc donalds com refil de batata
ai não tem como não engordar 

https://t.co/u4ipygovlo";"Lanchonete1";"burguer  com balde de batata
  com refil de batata
ai não tem como não engordar 

httpstcouipygovlo"
"783";"vontade de almoçar mc donalds";"Lanchonete1";"vontade de almoçar  "
"784";"saudade do tempo que o mc donalds  tinha sorvete assim https://t.co/ft5lb3dlxp";"Lanchonete1";"saudade do tempo que o    tinha sorvete assim httpstcoftlbdlxp"
"785";"juro que se meu dinheiro estiver na conta irei almoçar no mc donalds";"Lanchonete1";"juro que se meu dinheiro estiver na conta irei almoçar no  "
"786";"eu tenho q ir no mc donalds amanhã, vou perder aqla batata por nd";"Lanchonete1";"eu tenho q ir no   amanhã vou perder aqla batata por nd"
"787";"hoje tem subway em dobro. 
amanhã o mc donalds vai fazer refil de batata frita.
burger king com balde de batata!
 e eu gastei meu dinheiro imprimindo tcc";"Lanchonete1";"hoje tem  em dobro 
amanhã o   vai fazer refil de batata frita
 com balde de batata
 e eu gastei meu dinheiro imprimindo tcc"
"788";"@resmunganerd é por isso que tem um mc donalds em cada esquina e todo mundo sabe o nome e o bk precisa ficar gastando em publicidade falando mal do mc e ainda assim o mc é superior??";"Lanchonete1";"resmunganerd é por isso que tem um   em cada esquina e todo mundo sabe o nome e o  precisa ficar gastando em publicidade falando mal do  e ainda assim o  é superior"
"789";"deus me livre trocar a batata maravilhosa do mc donalds pela do bk que é horrível";"Lanchonete1";"deus me livre trocar a batata maravilhosa do   pela do  que é horrível"
"790";"mano essas sexta eu preciso ir no bk, quem é mc donalds perto disso? obs: ainda ganho coroinha https://t.co/ekupbpnkkt";"Lanchonete1";"mano essas sexta eu preciso ir no  quem é   perto disso obs ainda ganho coroinha httpstcoekupbpnkkt"
"791";"na moralzinha alguém trás um mc donalds aqui em casa prometo num pedir mais nada esse ano";"Lanchonete1";"na moralzinha alguém trás um   aqui em casa prometo num pedir mais nada esse ano"
"792";"eu tentando ser fitness e essas promocoes do bk e do mc donalds da black friday.... a vida n colabora mesmo";"Lanchonete1";"eu tentando ser fitness e essas promocoes do  e do   da black friday a vida n colabora mesmo"
"793";"@leylaribeiiro muito melhor que mc donalds k";"Lanchonete1";"leylaribeiiro muito melhor que   k"
"794";"só queria passar o dia inteiro deitada, assistindo um filme e comendo mc donalds";"Lanchonete1";"só queria passar o dia inteiro deitada assistindo um filme e comendo  "
"795";"mc donalds ou burger king? que duvida em";"Lanchonete1";"  ou  que duvida em"
"796";"eu sonhei com mc donalds e bk de tanto que to com vontade";"Lanchonete1";"eu sonhei com   e  de tanto que to com vontade"
"797";"vou ter que ir sozinha no mc donalds";"Lanchonete1";"vou ter que ir sozinha no  "
"798";"como vocês ainda preferem o mc donalds???????? aaaaaa https://t.co/7rtcjiqny7";"Lanchonete1";"como vocês ainda preferem o   aaaaaa httpstcortcjiqny"
"799";"@joaoazevedo_01 mc donalds eh melhor";"Lanchonete1";"joaoazevedo   eh melhor"
"800";"do que q adianta o bk dar um balde de batatas se a do mc donalds eh bem melhor? um refil q eles dão já pisa nesses fudidos
mc donalds nao fez nada de errado https://t.co/oibllws9yp";"Lanchonete1";"do que q adianta o  dar um balde de batatas se a do   eh bem melhor um refil q eles dão já pisa nesses fudidos
  nao fez nada de errado httpstcooibllwsyp"
"801";"eu to amando essa ""guerra"" entre bk vs mc donalds, o bobs podia entrar e lançar um milk shake de 1 litro, eu ia sair de um rolando p outro.";"Lanchonete1";"eu to amando essa guerra entre  vs   o  podia entrar e lançar um milk shake de  litro eu ia sair de um rolando p outro"
"802";"essas black friday do bk e do mc donalds vai me da mais alguns kg, pergunta se eu ligo";"Lanchonete1";"essas black friday do  e do   vai me da mais alguns kg pergunta se eu ligo"
"803";"boa tarde! partiu aquele lanche do mc donalds uma vez por semana pode";"Lanchonete1";"boa tarde partiu aquele lanche do   uma vez por semana pode"
"804";"a única oferta da black friday que poderei me fazer presente é a da batata frita do mc donalds e burger king que é o que eu posso pagar";"Lanchonete1";"a única oferta da black friday que poderei me fazer presente é a da batata frita do   e  que é o que eu posso pagar"
"805";"mc donalds é sempre o mais perna kk tipo eu ja sou foda da só umas batatinha p esses pobres kkk https://t.co/bxedg4ezyu";"Lanchonete1";"  é sempre o mais perna kk tipo eu ja sou foda da só umas batatinha p esses pobres kkk httpstcobxedgezyu"
"806";"hoje no subway você compra um sanduba e leva outro, acordei com a guerra entre o mc donalds e o bk. sem dúvidas, melhor quinta do ano e eu não tenho maturidade quando o assunto é comida ❤❤";"Lanchonete1";"hoje no  você compra um sanduba e leva outro acordei com a guerra entre o   e o  sem dúvidas melhor quinta do ano e eu não tenho maturidade quando o assunto é comida ❤❤"
"807";"mc donalds e burger king fazendo refil de batata frita, isso é um sonho?";"Lanchonete1";"  e  fazendo refil de batata frita isso é um sonho"
"808";"burguer king, mc donalds e subway... quero mais oq nessa vidaaaaa???? https://t.co/hg2s7b70ya";"Lanchonete1";"burguer    e  quero mais oq nessa vidaaaaa httpstcohgsbya"
"809";"gabriel vai me levar no bk e mc  donalds aaaaaa
meu coraçãozinho ele";"Lanchonete1";"gabriel vai me levar no  e    aaaaaa
meu coraçãozinho ele"
"810";"fui no shopping a fila da loja tava virando o corredor to aq comprando mc donalds q cu";"Lanchonete1";"fui no shopping a fila da loja tava virando o corredor to aq comprando   q cu"
"811";"mc donalds é uma bosta, deus me livre";"Lanchonete1";"  é uma bosta deus me livre"
"812";"queria muito um mc donalds hoje";"Lanchonete1";"queria muito um   hoje"
"813";"me enjoei de mc donalds, agora é bk";"Lanchonete1";"me enjoei de   agora é "
"814";"e esse refil de batata frita do mc donalds, só quero";"Lanchonete1";"e esse refil de batata frita do   só quero"
"815";"mc donalds me enganou vou pro burguer king";"Lanchonete1";"  me enganou vou pro burguer "
"816";"e essa blackfraude do mc donalds hein? nada de refil, só + uma promoção pague 1 e leve 2. só mais comprar um saco de 5kg no mercado e fazer";"Lanchonete1";"e essa blackfraude do   hein nada de refil só + uma promoção pague  e leve  só mais comprar um saco de kg no mercado e fazer"
"817";"po to pensando q esse troço do mc donalds de batata é livre kkk só da p repor uma vez.......";"Lanchonete1";"po to pensando q esse troço do   de batata é livre kkk só da p repor uma vez"
"818";"mc donalds pq vc me enganou 
achei que ia comer o tanto de batata que quisesse";"Lanchonete1";"  pq vc me enganou 
achei que ia comer o tanto de batata que quisesse"
"819";"amanhã o shopping de araruama estará lotado pra aproveitar a blackfriday do mc donalds e burguer king.... iih araruama não tem shopping, nem mc e bk 🤦🏾‍♂️😔";"Lanchonete1";"amanhã o shopping de araruama estará lotado pra aproveitar a blackfriday do   e burguer  iih araruama não tem shopping nem  e  🤦🏾‍♂️😔"
"820";"queria mesmo ir no mc donalds de novo né massss";"Lanchonete1";"queria mesmo ir no   de novo né massss"
"821";"todos falando do mc donalds, bk e mimimi... e eu só queria que tivesse uma filial da taco bell aqui em santos nesse black friday 💔";"Lanchonete1";"todos falando do    e mimimi e eu só queria que tivesse uma filial da taco bell aqui em santos nesse black friday 💔"
"822";"eu to é o morrer de vontade de mc donalds kd @ubereats  em lagoa santa?";"Lanchonete1";"eu to é o morrer de vontade de   kd ubereats  em lagoa santa"
"823";"@nortx16 república perto do metro do lado do mc donalds";"Lanchonete1";"nortx república perto do metro do lado do  "
"824";"vou passar no mc donalds hj";"Lanchonete1";"vou passar no   hj"
"825";"queria deixar claro a minha tristeza sobre ser enganado pelo mc donalds achando que ia ter open de fritas mais o refil é de uma vez só. relaxo! só por isso vou no burger king também !";"Lanchonete1";"queria deixar claro a minha tristeza sobre ser enganado pelo   achando que ia ter open de fritas mais o refil é de uma vez só relaxo só por isso vou no  também "
"826";"eu amo a batata frita do mc donalds, pra mim é a melhor da vida e vai ter refil amanhã 😦🤤";"Lanchonete1";"eu amo a batata frita do   pra mim é a melhor da vida e vai ter refil amanhã 😦🤤"
"827";"mc donalds e burger king com a mesma promoção de black friday é muito blé.. queria uns refil de whooper ou refil de mcflury";"Lanchonete1";"  e  com a mesma promoção de black friday é muito blé queria uns refil de whooper ou refil de flury"
"828";"ontem perdi de ir no mc donalds com o rodrigo 💔";"Lanchonete1";"ontem perdi de ir no   com o rodrigo 💔"
"829";"essa promoção do mc donalds tá ridícula e muito fácil de superar https://t.co/aupfo66lc6";"Lanchonete1";"essa promoção do   tá ridícula e muito fácil de superar httpstcoaupfolc"
"830";"meu sonho comer hj uma batata do mc donalds";"Lanchonete1";"meu sonho comer hj uma batata do  "
"831";"promoção monstra do subway hoje, e do mc donalds e burguer king manha , adeus dieta";"Lanchonete1";"promoção monstra do  hoje e do   e burguer  manha  adeus dieta"
"832";"acabei de pedir um mc donalds e chega meu pai me chamando pra ir almoçar no aldeias. vou ali no banheiro vomitar rapidinho 🤢";"Lanchonete1";"acabei de pedir um   e chega meu pai me chamando pra ir almoçar no aldeias vou ali no banheiro vomitar rapidinho 🤢"
"833";"n ter mc donalds aqui em lp é p acaba viu";"Lanchonete1";"n ter   aqui em lp é p acaba viu"
"834";"esse afronta do burguer king e mc donalds tá coisa linda papai kkkkkkkkkkk";"Lanchonete1";"esse afronta do burguer  e   tá coisa linda papai kkkkkkkkkkk"
"835";"se o slogan do mc'donalds é: ""amo muito tudo isso"";

o meu é:
""odeio muito toda a vida"".";"Lanchonete1";"se o slogan do  é amo muito tudo isso

o meu é
odeio muito toda a vida"
"836";"@urarajjka já tá se preparando pra black friday do mc donalds e do burger king?";"Lanchonete1";"urarajjka já tá se preparando pra black friday do   e do "
"837";"se a julia não for comigo no mc donalds amanhã, eu mato ela";"Lanchonete1";"se a julia não for comigo no   amanhã eu mato ela"
"838";"sério que os brindes do mc donalds são do super mario!?  querooo";"Lanchonete1";"sério que os brindes do   são do super mario  querooo"
"839";"ao mesmo tempo que sou eu quem fala que não podemos gastar com besteiras sou quem ja ta marcando pra ir no mc donalds encher o cu de batata na black friday";"Lanchonete1";"ao mesmo tempo que sou eu quem fala que não podemos gastar com besteiras sou quem ja ta marcando pra ir no   encher o cu de batata na black friday"
"840";"@j_gomes96 bala no mc donalds @viximalu";"Lanchonete1";"jgomes bala no   viximalu"
"841";"nem sei pq o @mcdonalds_br ainda tenta ser alguém perto do @burgerkingbr ...
burger king rainha, mc donalds nadinha";"Lanchonete1";"nem sei pq o br ainda tenta ser alguém perto do br 
 rainha   nadinha"
"842";"ate mc donalds comi ontem jesus amado alguém me cancela";"Lanchonete1";"ate   comi ontem jesus amado alguém me cancela"
"843";"sexta feira chegando e com ela vem o refil de batata fritas do mc donalds!";"Lanchonete1";"sexta feira chegando e com ela vem o refil de batata fritas do  "
"844";"crl a mina q eu nem falo direito me chamou pra ir no mc donalds eu fui comprou um lanche pra mim";"Lanchonete1";"crl a mina q eu nem falo direito me chamou pra ir no   eu fui comprou um lanche pra mim"
"845";"acordei recuperado dessa gripe graças a deus, quem quer ir no mc donalds cmg kkkk";"Lanchonete1";"acordei recuperado dessa gripe graças a deus quem quer ir no   cmg kkkk"
"846";"vou querer é esse agr, mc donalds perdeu kkkkkkk 👏🏽❤️ https://t.co/qhk5h3tsyi";"Lanchonete1";"vou querer é esse agr   perdeu kkkkkkk 👏🏽❤️ httpstcoqhkhtsyi"
"847";"burguer king é 10xs melhor, n cai dessa do mc donalds n, é só uma vez que pode repor a batata https://t.co/b9q8nzedlv";"Lanchonete1";"burguer  é xs melhor n cai dessa do   n é só uma vez que pode repor a batata httpstcobqnzedlv"
"848";"só mc donalds https://t.co/s7wimc1cyp";"Lanchonete1";"só   httpstcoswicyp"
"849";"entre burger king e mc donalds continuo preferindo subway, mas a black friday do burger king ta bem melhor";"Lanchonete1";"entre  e   continuo preferindo  mas a black friday do  ta bem melhor"
